Global_PointID,Road_PointID,LineOID,Longitude,Latitude,Distance
47,3,10,116.39612770352248,39.89913839668036,300.0
48,4,10,116.39701960956461,39.8992185701233,400.0
49,5,10,116.39791653175537,39.89925380294124,500.0
50,6,10,116.3985895,39.89927429999999,600.0
51,1,11,116.39687856652631,39.93277528219164,100.0
52,2,11,116.39692473390609,39.933463182273705,200.0
53,3,11,116.39692332858543,39.93415191482627,300.0
54,4,11,116.39693360058223,39.93484067427882,400.0
55,5,11,116.39690602647089,39.93552910869151,500.0
56,6,11,116.39690663682244,39.93621778320263,600.0
57,7,11,116.3968882511127,39.9369063815433,700.0
58,8,11,116.39687958308909,39.9375951139762,800.0
59,9,11,116.39686203430806,39.93828374618084,900.0
60,10,11,116.39683628960431,39.93897220962553,1000.0
61,11,11,116.39681359999997,39.9394323,1100.0
62,1,12,116.40259429999998,39.93190289999999,100.0
63,1,13,116.38974145577438,39.93874324469486,100.0
64,1,14,116.39090466639729,39.936639166061724,100.0
65,2,14,116.39179781576473,39.93671007311174,200.0
66,3,14,116.39269516122553,39.93674164700605,300.0
67,4,14,116.39359301610892,39.93676148771953,400.0
68,5,14,116.39367529999998,39.9367631,500.0
69,1,15,116.39372157531979,39.93765685406541,100.0
70,2,15,116.39365985201025,39.938343941762334,200.0
71,3,15,116.3936378,39.938682899999996,300.0
72,1,16,116.40177686770497,39.935721906704416,100.0
73,2,16,116.40242040000001,39.935742999999995,200.0
74,1,17,116.39035199999998,39.9352623,100.0
75,1,18,116.39420301669243,39.93630689687898,100.0
76,2,18,116.39506778632787,39.93628738925958,200.0
77,3,18,116.3959660674154,39.93629339927243,300.0
78,4,18,116.39686434850292,39.93629940928474,400.0
79,5,18,116.39690780000001,39.936299700000006,500.0
80,1,19,116.40147528311192,39.9370811056382,100.0
81,2,19,116.40057706622389,39.93707091127487,200.0
82,3,19,116.39967884933584,39.93706071691003,300.0
83,4,19,116.39878063244777,39.93705052254366,400.0
84,5,19,116.39788241555974,39.93704032817578,500.0
85,6,19,116.39698419867169,39.93703013380639,600.0
86,7,19,116.3968843,39.937028999999995,700.0
87,1,20,116.38944040072393,39.93975097527711,100.0
88,2,20,116.38948319106218,39.940416597567,200.0
89,3,20,116.38909053473178,39.94098923378482,300.0
90,4,20,116.38942731160284,39.9415914649773,400.0
91,5,20,116.38940859789987,39.942280049763916,500.0
92,6,20,116.3893766,39.94244419999999,600.0
93,1,21,116.41941380000002,39.939564299999994,100.0
94,1,22,116.43042906560937,39.931553476320374,100.0
95,2,22,116.43043402336629,39.93086464460247,200.0
96,3,22,116.43043895418535,39.930175805909606,300.0
97,4,22,116.43044345120853,39.92948696048784,400.0
98,5,22,116.43061215273572,39.92881247442228,500.0
99,6,22,116.43082487559703,39.92814325685498,600.0
100,7,22,116.43086185514734,39.92803993985713,700.0
101,1,23,116.3896516,39.90150689999999,100.0
102,1,24,116.4109767,39.932159,100.0
103,1,25,116.43804557287613,39.89073704435375,100.0
104,2,25,116.43814002478808,39.89005161205633,200.0
105,3,25,116.43823447670003,39.88936617290511,300.0
106,4,25,116.43832644054828,39.888698783089744,400.0
107,1,26,116.42759989999999,39.923122500000005,100.0
108,1,27,116.42780247582988,39.941809968663854,100.0
109,2,27,116.42772749999997,39.9418541,200.0
110,1,28,116.3917958930569,39.8965410572292,100.0
111,2,28,116.39183084929527,39.89585238479689,200.0
112,3,28,116.39186580553363,39.89516370544439,300.0
113,4,28,116.39190289874026,39.894475090220375,400.0
114,5,28,116.39194286359172,39.89378656905598,500.0
115,6,28,116.3919752315262,39.89309779447828,600.0
116,7,28,116.39200759946073,39.89240901297903,700.0
117,8,28,116.39203996739523,39.891720224558256,800.0
118,9,28,116.39207232132763,39.891031428828875,900.0
119,10,28,116.39210465222033,39.890342625541,1000.0
120,11,28,116.39211330000002,39.890158800000016,1100.0
121,1,29,116.40113428919767,39.91698113707937,100.0
122,2,29,116.402030988082,39.91702245033424,200.0
123,3,29,116.4029283612793,39.91705210511696,300.0
124,4,29,116.40382527550028,39.91709045331195,400.0
125,5,29,116.40472162711865,39.91713598390958,500.0
126,6,29,116.40475360000002,39.9171376,600.0
127,1,30,116.40193789472704,39.91166158591611,100.0
128,2,30,116.40283544715146,39.911689976439476,200.0
129,3,30,116.40373229906021,39.911729261784174,300.0
130,4,30,116.40462913780584,39.91176875182981,400.0
131,5,30,116.40507569999995,39.9117884,500.0
132,1,31,116.42839510148448,39.92798218501623,100.0
133,2,31,116.4283632653608,39.92867060042753,200.0
134,3,31,116.42834495654091,39.92935927776385,300.0
135,4,31,116.4282958835736,39.93004537579658,400.0
136,5,31,116.42820990000001,39.9301736,500.0
137,1,32,116.40085901322729,39.9479756598393,100.0
138,2,32,116.4006233,39.94797349999998,200.0
139,1,33,116.41218930000001,39.899451000000006,100.0
140,1,34,116.39853778146266,39.90300194578969,100.0
141,2,34,116.39764046292532,39.90296949156401,200.0
142,3,34,116.3971209,39.9029507,300.0
143,1,35,116.43539670274663,39.94725585949312,100.0
144,2,35,116.434952,39.9475361,200.0
145,1,36,116.43328423717851,39.88305483215262,100.0
146,2,36,116.43238654045271,39.88302936373809,200.0
147,3,36,116.43148855223723,39.883010764060195,300.0
148,4,36,116.43059056602526,39.88299210749366,400.0
149,5,36,116.42969257981322,39.88297345092205,500.0
150,6,36,116.42879504998858,39.88294686042868,600.0
151,7,36,116.427992,39.882895899999994,700.0
152,1,37,116.41963996559028,39.876738765441914,100.0
153,2,37,116.41966766230465,39.876049699663845,200.0
154,3,37,116.4196953082127,39.875360625760344,300.0
155,4,37,116.4197229467922,39.87467154476206,400.0
156,5,37,116.419750629541,39.87398245788514,500.0
157,6,37,116.41977549999997,39.873637800000004,600.0
158,1,38,116.4220725395791,39.88343133714688,100.0
159,2,38,116.42187275123163,39.88410333826683,200.0
160,3,38,116.42167630846569,39.88477596202483,300.0
161,4,38,116.42156619999999,39.885143200000016,400.0
162,1,39,116.42521490056227,39.883465663299766,100.0
163,2,39,116.42514751990386,39.88415304035499,200.0
164,3,39,116.42508363949071,39.88484060735178,300.0
165,4,39,116.42501569263361,39.88552792278949,400.0
166,5,39,116.42493897722153,39.886214702908056,500.0
167,6,39,116.42486226180947,39.8869014761469,600.0
168,7,39,116.42478554639743,39.88758824250602,700.0
169,8,39,116.42451050603432,39.88823434697703,800.0
170,9,39,116.42396518205972,39.88878174614643,900.0
171,10,39,116.42341464397741,39.88932523749845,1000.0
172,11,39,116.42291074018686,39.889892315651664,1100.0
173,12,39,116.42249882044844,39.8905043792278,1200.0
174,13,39,116.42213388555295,39.8911341089544,1300.0
175,14,39,116.42178268592795,39.89176849457731,1400.0
176,15,39,116.4216174,39.8920948,1500.0
177,1,40,116.43793310638839,39.892372310706996,100.0
178,2,40,116.43703499794428,39.89238678907383,200.0
179,3,40,116.43613668983053,39.892389290107026,300.0
180,4,40,116.43523837674964,39.89239081660422,400.0
181,5,40,116.43518930000002,39.8923909,500.0
182,1,41,116.40017870692866,39.9576184049374,100.0
183,2,41,116.4010762136375,39.95764761383038,200.0
184,3,41,116.40168109999999,39.9576673,300.0
185,1,42,116.4263866597464,39.94319189800716,100.0
186,2,42,116.425488368631,39.94318907589406,200.0
187,3,42,116.42459011300457,39.943194571442966,300.0
188,4,42,116.42369224616674,39.94321629860401,400.0
189,5,42,116.4227960849179,39.94326396473609,500.0
190,6,42,116.42189928519333,39.94330351849725,600.0
191,7,42,116.42100218792135,39.94333937121085,700.0
192,8,42,116.42010545480674,39.94337998008171,800.0
193,9,42,116.4192526,39.9434153,900.0
194,1,43,116.40545568335143,39.922832454350086,100.0
195,2,43,116.40635388076976,39.92283337498889,200.0
196,3,43,116.4072520784717,39.92284427024842,300.0
197,4,43,116.40815022197118,39.92285774264129,400.0
198,5,43,116.40904839908255,39.92286769013899,500.0
199,6,43,116.40994669193869,39.92286623946767,600.0
200,7,43,116.41084491923029,39.92287588187465,700.0
201,8,43,116.41128289999997,39.9228805,800.0
202,1,44,116.41992524853316,39.90368490011732,100.0
203,2,44,116.41903602455018,39.90361617720536,200.0
204,3,44,116.418467,39.903435099999996,300.0
205,1,45,116.43796929226444,39.89304652814921,100.0
206,2,45,116.43795136095426,39.893735586279206,200.0
207,3,45,116.43793593555748,39.89442470037447,300.0
208,4,45,116.43792051016072,39.89511380754119,400.0
209,5,45,116.43790508476397,39.89580290777932,500.0
210,6,45,116.43773438746612,39.89647502048087,600.0
211,7,45,116.43763729999999,39.8966198,700.0
212,1,46,116.40170880000001,39.948137199999984,100.0
213,1,47,116.41256776773359,39.91066418802872,100.0
214,2,47,116.41346593640975,39.91067663637543,200.0
215,3,47,116.41436419282692,39.9106727396216,300.0
216,4,47,116.41526246469245,39.91066596502757,400.0
217,5,47,116.41616049738276,39.91068005985579,500.0
218,6,47,116.41705857968755,39.9106934022321,600.0
219,7,47,116.417956874112,39.910698082233644,700.0
220,8,47,116.41885514259744,39.91070511557309,800.0
221,9,47,116.41975342764043,39.91071067643061,900.0
222,10,47,116.42055379999996,39.91071500000001,1000.0
223,1,48,116.41573615397978,39.91018183335316,100.0
224,2,48,116.41483910738195,39.91015550842122,200.0
225,3,48,116.41394131464082,39.910132009290415,300.0
226,4,48,116.41304339602685,39.91011208335928,400.0
227,5,48,116.41214525893702,39.91009835939588,500.0
228,6,48,116.4116839,39.91009139999999,600.0
229,1,49,116.41255007019107,39.91134960391903,100.0
230,2,49,116.41344834038213,39.911356507837354,200.0
231,3,49,116.41434661057322,39.911363411755,300.0
232,4,49,116.41524488076428,39.91137031567194,400.0
233,5,49,116.41614315095536,39.91137721958819,500.0
234,6,49,116.41704139235848,39.91138593757381,600.0
235,7,49,116.41793961549158,39.91139580684271,700.0
236,8,49,116.4179936,39.91139639999999,800.0
237,1,50,116.41889562193896,39.90794810430261,100.0
238,2,50,116.41892906187589,39.90725950219783,200.0
239,3,50,116.41893769999999,39.9070814,300.0
240,1,51,116.41269886868855,39.90834346328129,100.0
241,2,51,116.41359666592518,39.90833864217332,200.0
242,3,51,116.41449428640159,39.90836109246051,300.0
243,4,51,116.4153870014099,39.9084167942874,400.0
244,5,51,116.4162466,39.90854470000001,500.0
245,1,52,116.41829566378226,39.90621209955536,100.0
246,2,52,116.4183295275645,39.90552349218945,200.0
247,3,52,116.41836339134677,39.90483487790232,300.0
248,4,52,116.41839482081946,39.90414619303161,400.0
249,5,52,116.41845382124049,39.903462380047394,500.0
250,6,52,116.418467,39.903435099999996,600.0
251,1,53,116.42280985788702,39.90629251659898,100.0
252,2,53,116.42282561910582,39.90560352631381,200.0
253,3,53,116.4228373,39.90509289999998,300.0
254,1,54,116.42730049999999,39.904029799999996,100.0
255,1,55,116.42770636511744,39.91082053281239,100.0
256,2,55,116.42682279004912,39.910737903870086,200.0
257,3,55,116.42592454400274,39.910739719023994,300.0
258,4,55,116.42502623095359,39.91073970207524,400.0
259,5,55,116.42412815285284,39.91072690666107,500.0
260,6,55,116.4232302115071,39.91070780749675,600.0
261,7,55,116.42233191674019,39.9107031504874,700.0
262,8,55,116.42143373708991,39.910704338263486,800.0
263,9,55,116.42055379999996,39.91071500000001,900.0
264,1,56,116.42310472537837,39.909605649267746,100.0
265,2,56,116.42220656886333,39.90961860378015,200.0
266,3,56,116.42130841234824,39.909631558290116,300.0
267,4,56,116.4207994,39.90963889999999,400.0
268,1,57,116.42794098579422,39.922045591580755,100.0
269,2,57,116.42799832437237,39.92135884066327,200.0
270,3,57,116.42814360000001,39.920946099999995,300.0
271,1,58,116.42350348681668,39.91985528999737,100.0
272,2,58,116.42260517363336,39.919856779994696,200.0
273,3,58,116.42170686045007,39.919858269992005,300.0
274,4,58,116.42080868037594,39.919869128379496,400.0
275,5,58,116.42078400000001,39.91986949999998,500.0
276,1,59,116.41648379871427,39.91843174626284,100.0
277,2,59,116.41558549742858,39.91843559252547,200.0
278,3,59,116.41468725213419,39.918443792333534,300.0
279,4,59,116.4137890862751,39.91844362721525,400.0
280,5,59,116.41289101616726,39.918427531473526,500.0
281,6,59,116.41199294605946,39.91841143572802,600.0
282,7,59,116.4114051,39.91840089999999,700.0
283,1,60,116.41925970145188,39.917750916120234,100.0
284,2,60,116.41836172402118,39.917732406370625,200.0
285,3,60,116.41746356138165,39.91771970565625,300.0
286,4,60,116.4165653735268,39.91770979673872,400.0
287,5,60,116.41566706047813,39.917708259691835,500.0
288,6,60,116.41476874742946,39.91770672264492,600.0
289,7,60,116.41387043438077,39.91770518559796,700.0
290,8,60,116.41297212133209,39.91770364855098,800.0
291,9,60,116.41207380828341,39.91770211150396,900.0
292,10,60,116.41142419999998,39.91770100000001,1000.0
293,1,61,116.41241408389477,39.915587783753864,100.0
294,2,61,116.41331227088182,39.91559942788237,200.0
295,3,61,116.4142101001595,39.91561971917248,300.0
296,4,61,116.41510835983621,39.91562728487306,400.0
297,5,61,116.41600666355033,39.915628382430974,500.0
298,6,61,116.41690497582293,39.915626598356475,600.0
299,7,61,116.41780323068095,39.91563400764827,700.0
300,8,61,116.41870115019397,39.915654336269405,800.0
301,9,61,116.41959901699755,39.91567610517184,900.0
302,10,61,116.4203041,39.91569320000002,1000.0
303,1,62,116.40882473192423,39.922180062342385,100.0
304,2,62,116.40879487753007,39.921491512216015,200.0
305,3,62,116.40877373724341,39.920802759558306,300.0
306,4,62,116.40876239999999,39.92048390000001,400.0
307,1,63,116.40910298431511,39.92505278466564,100.0
308,2,63,116.40887070000001,39.9245981,200.0
309,1,64,116.40545116484098,39.926401223985636,100.0
310,2,64,116.40634915724678,39.92641921713463,200.0
311,3,64,116.40724703360212,39.9264385923339,300.0
312,4,64,116.40814444238946,39.92646953260124,400.0
313,5,64,116.40904164232468,39.92650384684676,500.0
314,6,64,116.40993907987009,39.92653386556605,600.0
315,7,64,116.410836844327,39.92655798632911,700.0
316,8,64,116.4111165,39.9265655,800.0
317,1,65,116.40449932279479,39.927576487749505,100.0
318,2,65,116.40452928704097,39.92688799549047,200.0
319,3,65,116.40455446747518,39.92619944253996,300.0
320,4,65,116.40446899999999,39.925912,400.0
321,1,66,116.4047276927328,39.929696763688256,100.0
322,2,66,116.40382981831146,39.929716347724884,200.0
323,3,66,116.40293151364932,39.92971299783039,300.0
324,4,66,116.4027712,39.9297124,400.0
325,1,67,116.40520927897981,39.92852088058054,100.0
326,2,67,116.40610659292328,39.9285414,200.0
327,3,67,116.40699998913493,39.92849051428826,300.0
328,4,67,116.4078974440599,39.92851453422201,400.0
329,5,67,116.40879275430095,39.92856436896366,500.0
330,6,67,116.4095995868599,39.92838968695374,600.0
331,7,67,116.40993503057463,39.927874346254065,700.0
332,8,67,116.41083310017844,39.92785823619802,800.0
333,9,67,116.4110804,39.927853800000015,900.0
334,1,68,116.40657282214724,39.93079461910668,100.0
335,2,68,116.40747098462543,39.93080715673876,200.0
336,3,68,116.40836911034988,39.930821307276,300.0
337,4,68,116.40926723607431,39.9308354578103,400.0
338,5,68,116.41016536179876,39.930849608341696,500.0
339,6,68,116.41095819999998,39.93086209999999,600.0
340,1,69,116.40416544269026,39.931451798222355,100.0
341,2,69,116.40506373906776,39.931456267358655,200.0
342,3,69,116.40569339999999,39.93145940000001,300.0
343,1,70,116.40476150600789,39.93066342192405,100.0
344,2,70,116.40386351201573,39.93068184384314,200.0
345,3,70,116.40296557464896,39.93066217754982,300.0
346,4,70,116.402717,39.930654099999984,400.0
347,1,71,116.40568771838034,39.93125549704255,100.0
348,2,71,116.40566112506247,39.930567248317594,200.0
349,3,71,116.4056503636665,39.92987922225118,300.0
350,4,71,116.40562806862074,39.92919144614669,400.0
351,5,71,116.40565209999997,39.9285414,500.0
352,1,72,116.40049221239912,39.923578696503334,100.0
353,2,72,116.40046525709664,39.92426728740874,200.0
354,3,72,116.40044089480863,39.924955942616975,300.0
355,4,72,116.4004122481146,39.925644487976385,400.0
356,5,72,116.40038031659711,39.926332947364735,500.0
357,6,72,116.40035959999999,39.926779399999994,600.0
358,1,73,116.42462619543565,39.91004955194317,100.0
359,2,73,116.42462901733556,39.90936049677695,200.0
360,3,73,116.4246356746708,39.90867146683626,300.0
361,4,73,116.42465284581255,39.90798252030385,400.0
362,5,73,116.42466998084271,39.90729356635284,500.0
363,6,73,116.4246731,39.9071688,600.0
364,1,74,116.4061034325866,39.9091778582548,100.0
365,2,74,116.40700115123515,39.909202609460515,200.0
366,3,74,116.4075228,39.909214399999996,300.0
367,1,75,116.40761460635743,39.90990260417107,100.0
368,2,75,116.40763380780464,39.910591499856764,200.0
369,3,75,116.4076530769312,39.91128038750409,300.0
370,4,75,116.40764180000001,39.911498999999985,400.0
371,1,76,116.40860836118657,39.91274399675472,100.0
372,2,76,116.40950662808038,39.912751148478385,200.0
373,3,76,116.41040489892839,39.91275800123786,300.0
374,4,76,116.41130317010682,39.91276482901486,400.0
375,5,76,116.4116151,39.91276719999999,500.0
376,1,77,116.40279092294995,39.9132479352311,100.0
377,2,77,116.40281971888366,39.912559271906865,200.0
378,3,77,116.40284607873366,39.91187054675931,300.0
379,4,77,116.402852,39.91169049999998,400.0
380,1,78,116.41058609436409,39.91626483120835,100.0
381,2,78,116.40968777942587,39.91626422657858,200.0
382,3,78,116.40878946448765,39.916263621948815,300.0
383,4,78,116.40789114954941,39.91626301731904,400.0
384,5,78,116.40699287546266,39.91625816150813,500.0
385,6,78,116.40609522555037,39.916232953640794,600.0
386,7,78,116.40519763206736,39.91620534596263,700.0
387,8,78,116.404813,39.916193599999986,800.0
388,1,79,116.41061758669545,39.91557455354202,100.0
389,2,79,116.40971934284111,39.91556818301702,200.0
390,3,79,116.40882119896492,39.91555472396821,300.0
391,4,79,116.4079230803963,39.9155403193406,400.0
392,5,79,116.40702497300778,39.91552549698182,500.0
393,6,79,116.40612710932143,39.91550389854095,600.0
394,7,79,116.40522907701965,39.91548708909333,700.0
395,8,79,116.40486980000001,39.91548139999999,800.0
396,1,80,116.4058961229844,39.91481009817216,100.0
397,2,80,116.4059072,39.9147891,200.0
398,1,81,116.41866245774862,39.936365849564055,100.0
399,2,81,116.41832115300332,39.93591717287413,200.0
400,3,81,116.41742382996216,39.93588882533601,300.0
401,4,81,116.41652594112395,39.9358676040764,400.0
402,5,81,116.41562805228573,39.93584638281021,500.0
403,6,81,116.41473045268842,39.935819297326844,600.0
404,7,81,116.41383303825428,39.935788457741154,700.0
405,8,81,116.41293539136157,39.93576307168677,800.0
406,9,81,116.41203733551855,39.935746718649085,900.0
407,10,81,116.41113937477621,39.93572736858136,1000.0
408,11,81,116.41073709999999,39.9357187,1100.0
409,1,82,116.40537849038144,39.946310570806894,100.0
410,2,82,116.40538450258471,39.94562200656864,200.0
411,3,82,116.40542714963593,39.94493436211127,300.0
412,4,82,116.4054166122793,39.944245886895715,400.0
413,5,82,116.4054311699141,39.94355737356353,500.0
414,6,82,116.40494839343701,39.94324984278843,600.0
415,7,82,116.4049332,39.942648199999994,700.0
416,1,83,116.42456263423774,39.93860853369317,100.0
417,2,83,116.42366446847552,39.93859596738404,200.0
418,3,83,116.42276630271327,39.93858340107262,300.0
419,4,83,116.42186813676,39.93857095664842,400.0
420,5,83,116.42096993420303,39.93858186789257,500.0
421,6,83,116.42007173164608,39.938592779134964,600.0
422,7,83,116.41957610000001,39.938598799999994,700.0
423,1,84,116.43221039349594,39.935688916795186,100.0
424,2,84,116.431414209787,39.9356105983591,200.0
425,3,84,116.43051594187276,39.935617215455444,300.0
426,4,84,116.4303036,39.935619,400.0
427,1,85,116.39554323434916,39.90062293100437,100.0
428,2,85,116.39644136869833,39.90063676200596,200.0
429,3,85,116.39733950304749,39.90065059300474,300.0
430,4,85,116.39822687303557,39.9007550964748,400.0
431,5,85,116.39911348759009,39.900865963086844,500.0
432,6,85,116.40000010214459,39.900976829519514,600.0
433,7,85,116.40089012843033,39.9010511893299,700.0
434,8,85,116.40177651678371,39.901163114883914,800.0
435,9,85,116.4026718122263,39.90119987550106,900.0
436,10,85,116.40356997758109,39.90121246579312,1000.0
437,11,85,116.4044681024749,39.90121986411831,1100.0
438,12,85,116.40536600800226,39.901199051692984,1200.0
439,13,85,116.40625655561388,39.90111214441694,1300.0
440,14,85,116.4071460675551,39.90101590151586,1400.0
441,15,85,116.40803687921316,39.90092725272354,1500.0
442,16,85,116.40892847810365,39.90084313888912,1600.0
443,17,85,116.40982007699412,39.90075902495144,1700.0
444,18,85,116.41071316086158,39.90068488447549,1800.0
445,19,85,116.41160936889901,39.90064026823711,1900.0
446,20,85,116.4120747,39.900621499999986,2000.0
447,1,86,116.40525409999996,39.9067562,100.0
448,1,87,116.42545165502469,39.938938807309725,100.0
449,2,87,116.42547037737629,39.938250189478694,200.0
450,3,87,116.42548810913603,39.937561548863094,300.0
451,4,87,116.42550589886986,39.936872902197635,400.0
452,5,87,116.42552364947686,39.936184248007855,500.0
453,6,87,116.42554138715306,39.93549558669204,600.0
454,7,87,116.42557168764628,39.93480722567958,700.0
455,8,87,116.42561335986917,39.934119161260774,800.0
456,9,87,116.42565884351154,39.93343122837333,900.0
457,10,87,116.42570760574064,39.932743426086645,1000.0
458,11,87,116.4257368,39.932362000000005,1100.0
459,1,88,116.42753616030151,39.9142402685725,100.0
460,2,88,116.42663795057024,39.91424978045903,200.0
461,3,88,116.42573963560476,39.91424920015219,300.0
462,4,88,116.42484132062943,39.914248628916496,400.0
463,5,88,116.42394300566959,39.914248043786216,500.0
464,6,88,116.42304471863456,39.91425325919619,600.0
465,7,88,116.4221464815069,39.91424578235879,700.0
466,8,88,116.42124821996997,39.91423824534332,800.0
467,9,88,116.42035000346112,39.914228866994996,900.0
468,10,88,116.41945194929697,39.914212255198656,1000.0
469,11,88,116.41855389513283,39.91419564339829,1100.0
470,12,88,116.41765561580227,39.9141900281372,1200.0
471,13,88,116.41675732442837,39.91418500104333,1300.0
472,14,88,116.41585901095067,39.9141838711819,1400.0
473,15,88,116.41496069655219,39.91418290367111,1500.0
474,16,88,116.41406240449187,39.9141853018264,1600.0
475,17,88,116.41316459494782,39.914199974526596,1700.0
476,18,88,116.41226687746426,39.91421234104854,1800.0
477,19,88,116.41157899999997,39.91418660000001,1900.0
478,1,89,116.39670006148744,39.91445817312293,100.0
479,2,89,116.3966679229749,39.91514673932324,200.0
480,3,89,116.39663639894678,39.91583531445872,300.0
481,4,89,116.39660812095042,39.91652396643965,400.0
482,5,89,116.39657053085021,39.917212347797246,500.0
483,6,89,116.39653252054092,39.91790071033613,600.0
484,7,89,116.39649192302372,39.91858897153324,700.0
485,8,89,116.39644453781027,39.91927697809222,800.0
486,9,89,116.39640417369728,39.919965229523434,900.0
487,10,89,116.3963677198755,39.92065361390884,1000.0
488,11,89,116.39633128590444,39.921341991991994,1100.0
489,12,89,116.3962327198595,39.92202513320919,1200.0
490,13,89,116.3962128,39.92207969999998,1300.0
491,1,90,116.40373928145812,39.92301759809788,100.0
492,2,90,116.40284122383925,39.92300109872348,200.0
493,3,90,116.40194319059273,39.92298448695446,300.0
494,4,90,116.40104513345007,39.922967972270975,400.0
495,5,90,116.40054339999999,39.92289089999999,500.0
496,1,91,116.39783258010083,39.93489069622424,100.0
497,2,91,116.39873086020168,39.93489679244795,200.0
498,3,91,116.39962914030251,39.93490288867112,300.0
499,4,91,116.40052742060742,39.9349089671795,400.0
500,5,91,116.40142570097385,39.9349150403509,500.0
501,6,91,116.40232398134023,39.934921113521774,600.0
502,7,91,116.4024551,39.934922,700.0
503,1,92,116.39041459904665,39.93921759779072,100.0
504,2,92,116.3912522096243,39.93937635485186,200.0
505,3,92,116.39215033294839,39.939389636665666,300.0
506,4,92,116.39304855995572,39.939399206563515,400.0
507,5,92,116.39394680869518,39.93940754969044,500.0
508,6,92,116.39484507366438,39.93941479519397,600.0
509,7,92,116.39574333254106,39.9394224853206,700.0
510,8,92,116.39664158357976,39.939430722557,800.0
511,9,92,116.39753980271931,39.939440761058414,900.0
512,10,92,116.39843805099555,39.93944877699889,1000.0
513,11,92,116.39933633934524,39.939453825325735,1100.0
514,12,92,116.40023462003369,39.93945986674277,1200.0
515,13,92,116.40113291434086,39.93946448054999,1300.0
516,14,92,116.40203121471605,39.939468448714194,1400.0
517,15,92,116.40221760000001,39.9394693,1500.0
518,1,93,116.40221760000001,39.9394693,100.0
519,1,94,116.39780590724399,39.93631452301056,100.0
520,2,94,116.39870401448799,39.9363293460179,200.0
521,3,94,116.39960212173196,39.93634416902202,300.0
522,4,94,116.40050022897594,39.936358992022946,400.0
523,5,94,116.40139833621994,39.93637381502065,500.0
524,6,94,116.40229644346392,39.93638863801515,600.0
525,7,94,116.4024032,39.93639039999999,700.0
526,1,95,116.39323312531174,39.926263495180464,100.0
527,2,95,116.39326934023634,39.92557515980246,200.0
528,3,95,116.39330564883993,39.92488682038211,300.0
529,4,95,116.39334098486775,39.924198445186775,400.0
530,5,95,116.39337823584066,39.92351012871008,500.0
531,6,95,116.39341459060671,39.922821770096,600.0
532,7,95,116.3934508468298,39.922133401372214,700.0
533,8,95,116.39345870000001,39.92198390000001,800.0
534,1,96,116.40269349999996,39.9319034,100.0
535,1,97,116.41154765212261,39.91487519037199,100.0
536,2,97,116.41151645285466,39.91556377778612,200.0
537,3,97,116.41148510774572,39.9162523543863,300.0
538,4,97,116.41145389080373,39.9169409274785,400.0
539,5,97,116.41143139999998,39.91743449999998,500.0
540,1,98,116.42507830882964,39.91613183467263,100.0
541,2,98,116.42512300000001,39.916138600000004,200.0
